347	249	32	32
347	249	32	32
347	251	32	32
347	252	32	32
347	251	32	32
346	250	32	32
345	248	32	32
312	287	32	32
316	296	32	32
317	296	32	32
318	296	32	32
317	296	32	32
318	297	32	32
319	298	32	32
320	299	32	32
322	299	32	32
327	299	32	32
329	298	32	32
358	308	32	32
359	309	32	32
358	308	32	32
359	307	32	32
361	305	32	32
362	305	32	32
361	305	32	32
362	306	32	32
363	304	32	32
366	304	32	32
367	305	32	32
367	303	32	32
367	302	32	32
366	299	32	32
365	298	32	32
364	298	32	32
360	296	32	32
358	294	32	32
357	289	32	32
355	286	32	32
351	282	32	32
350	281	32	32
351	280	32	32
349	275	32	32
349	274	32	32
347	273	32	32
420	283	32	32
428	285	32	32
428	286	32	32
432	285	32	32
434	289	32	32
437	287	32	32
437	285	32	32
440	283	32	32
441	283	32	32
442	282	32	32
407	295	32	32
369	298	32	32
374	298	32	32
379	299	32	32
381	298	32	32
350	271	32	32
352	251	32	32
354	255	32	32
355	259	32	32
355	259	32	32
355	260	32	32
353	261	32	32
348	259	32	32
345	261	32	32
339	259	32	32
334	256	32	32
329	254	32	32
327	253	32	32
324	252	32	32
321	253	32	32
319	253	32	32
318	251	32	32
317	250	32	32
316	250	32	32
313	248	32	32
313	245	32	32
315	245	32	32
317	246	32	32
321	245	32	32
326	246	32	32
334	248	32	32
341	250	32	32
351	252	32	32
360	252	32	32
367	256	32	32
375	260	32	32
284	269	32	32
239	280	32	32
248	277	32	32
256	271	32	32
262	268	32	32
267	266	32	32
271	266	32	32
271	265	32	32
271	267	32	32
272	271	32	32
275	272	32	32
278	271	32	32
278	272	32	32
278	274	32	32
276	275	32	32
275	275	32	32
274	275	32	32
275	276	32	32
275	276	32	32
275	276	32	32
275	276	32	32
275	276	32	32
274	277	32	32
270	280	32	32
268	280	32	32
266	277	32	32
264	276	32	32
261	275	32	32
258	276	32	32
255	275	32	32
253	273	32	32
253	273	32	32
253	273	32	32
252	271	32	32
254	271	32	32
255	270	32	32
254	267	32	32
256	267	32	32
257	268	32	32
256	266	32	32
258	266	32	32
259	267	32	32
245	266	32	32
218	268	32	32
220	267	32	32
222	264	32	32
224	262	32	32
203	289	32	32
205	298	32	32
209	296	32	32
206	292	32	32
205	292	32	32
203	290	32	32
204	288	32	32
203	287	32	32
200	288	32	32
197	290	32	32
193	287	32	32
190	286	32	32
189	287	32	32
189	286	32	32
404	220	32	32
410	217	32	32
413	219	32	32
417	223	32	32
424	225	32	32
426	226	32	32
431	226	32	32
431	222	32	32
429	221	32	32
220	243	32	32
222	236	32	32
223	227	32	32
223	221	32	32
221	219	32	32
222	219	32	32
220	217	32	32
218	215	32	32
218	217	32	32
217	216	32	32
218	214	32	32
217	211	32	32
218	208	32	32
218	201	32	32
219	200	32	32
225	169	32	32
234	151	32	32
238	151	32	32
244	150	32	32
246	146	32	32
247	144	32	32
249	144	32	32
250	142	32	32
251	142	32	32
250	142	32	32
251	242	32	32
252	296	32	32
255	294	32	32
253	293	32	32
249	291	32	32
247	289	32	32
244	288	32	32
239	283	32	32
236	283	32	32
234	285	32	32
230	285	32	32
227	282	32	32
225	281	32	32
167	332	32	32
167	330	32	32
164	322	32	32
164	314	32	32
164	312	32	32
165	307	32	32
165	303	32	32
165	299	32	32
164	296	32	32
164	293	32	32
164	291	32	32
164	289	32	32
163	289	32	32
162	289	32	32
162	294	32	32
215	297	32	32
346	274	26	26
346	274	26	26
364	178	32	32
299	195	32	32
300	194	32	32
298	198	32	32
296	198	32	32
292	202	32	32
290	205	32	32
289	204	32	32
288	205	32	32
287	204	32	32
287	204	32	32
290	202	32	32
292	200	32	32
291	197	32	32
292	193	32	32
292	192	32	32
346	274	26	26
