323	1	327	167
67	39	55	74
59	41	54	68
41	32	66	107
161	105	66	72
99	55	114	120
101	61	99	115
160	112	25	51
70	54	119	109
131	76	51	80
128	74	62	82
124	70	37	81
122	73	25	71
111	71	32	73
108	62	23	78
103	59	26	80
65	15	69	125
92	48	41	93
89	47	45	96
89	46	40	92
90	48	39	88
89	50	34	82
89	51	30	79
81	41	38	88
73	31	43	96
77	38	35	88
75	90	28	36
70	36	35	85
59	39	39	78
56	37	37	78
51	32	28	72
37	23	36	87
34	39	25	66
19	25	31	78
20	31	21	67
19	26	23	70
21	26	23	72
26	33	30	65
31	34	30	69
11	10	56	98
39	42	35	70
40	48	39	68
26	35	54	86
35	38	70	94
60	69	44	66
54	70	66	71
1	1	133	145
75	81	55	65
67	72	67	81
41	59	138	101
42	62	111	100
65	95	80	69
60	91	83	75
34	15	38	85
1	1	163	173
38	21	81	108
36	53	49	103
129	136	33	44
49	59	34	65
48	40	50	104
52	58	36	80
40	69	43	98
40	34	55	122
565	315	31	27
519	303	67	37
504	292	99	51
502	305	97	37
491	301	64	30
500	307	44	27
494	310	39	24
429	245	27	24
422	241	26	19
412	233	29	21
464	304	50	28
465	303	52	33
370	218	37	22
370	216	26	18
337	206	58	35
325	204	70	32
215	188	183	47
329	204	79	36
212	186	200	52
199	185	150	26
200	186	158	25
207	186	155	26
224	186	151	29
251	192	117	24
253	200	158	28
293	211	36	63
284	210	62	68
310	204	54	83
312	215	124	90
322	213	42	30
317	335	49	44
250	277	70	39
239	269	86	44
315	229	99	83
255	285	30	18
246	289	76	26
244	288	44	29
242	298	31	17
231	301	37	15
190	301	74	16
213	304	38	16
176	303	72	18
160	300	77	21
1	517	16	50
1	444	18	75
34	440	23	115
82	304	41	17
55	312	17	19
70	304	21	22
76	303	52	14
76	260	47	48
178	303	27	17
177	303	30	14
180	303	30	14
1	306	13	18
39	238	17	18
41	246	14	21
41	475	26	25
54	477	17	16
188	290	48	21
200	290	42	17
199	290	25	12
201	289	27	13
76	333	15	22
72	330	18	27
201	289	31	13
202	289	35	13
201	290	44	18
201	290	47	19
121	362	38	10
200	301	19	15
199	299	22	17
201	302	19	14
200	299	18	17
199	302	19	14
200	297	20	19
200	302	38	15
200	298	36	18
200	299	25	17
200	300	42	16
199	301	32	17
199	301	39	17
198	303	42	20
199	304	23	22
199	311	24	20
108	463	72	40
218	332	19	19
218	343	46	19
184	259	32	27
197	264	31	37
203	286	42	21
269	376	18	19
231	290	40	22
177	290	23	15
178	284	40	16
165	346	20	21
168	335	29	36
174	328	25	21
300	469	25	17
246	210	21	22
200	322	33	38
212	324	24	31
190	164	42	36
271	518	72	13
213	344	40	37
204	366	61	36
162	341	116	55
151	318	135	64
218	319	68	61
255	332	26	21
286	338	20	35
335	530	112	18
275	345	48	46
266	335	57	55
164	373	68	23
322	357	18	23
185	352	155	47
282	322	84	71
304	348	53	49
328	345	47	41
336	293	61	88
338	313	62	64
342	306	56	62
295	316	105	84
312	324	81	60
168	329	226	82
158	348	201	51
149	344	218	57
143	348	197	50
136	346	187	56
125	344	179	57
120	346	175	54
117	345	173	53
111	324	191	71
114	334	187	47
109	331	167	52
112	333	155	33
112	330	156	42
106	321	168	47
101	319	102	47
112	320	72	34
102	318	80	33
111	318	70	32
111	317	75	32
111	317	99	33
112	318	81	32
105	320	57	31
110	321	82	40
109	324	52	27
100	322	61	28
93	324	64	26
76	317	56	32
78	320	120	35
75	320	138	42
77	320	97	40
86	331	67	31
76	328	64	41
81	327	58	41
96	333	91	42
109	334	80	31
504	400	27	28
111	318	47	43
125	317	78	52
129	315	59	45
141	306	48	47
539	382	18	27
144	297	77	44
146	251	53	81
141	268	70	59
164	291	30	25
