354	282	31	14
327	279	50	15
328	278	47	17
332	280	55	18
332	280	61	20
342	281	49	17
358	281	36	16
359	280	36	17
358	278	40	20
357	277	42	21
377	279	21	18
373	280	25	19
544	173	16	13
543	171	15	14
541	169	16	14
540	167	17	15
539	166	16	14
537	167	16	14
536	166	16	14
534	165	16	13
532	163	17	15
531	162	15	13
529	161	15	12
524	156	15	13
522	156	14	12
319	300	10	11
319	300	9	11
319	299	9	11
317	297	9	10
316	295	9	9
55	254	5	9
287	256	25	15
475	143	10	13
391	234	14	13
22	237	6	20
391	221	15	14
25	231	7	19
218	231	8	14
215	229	22	18
410	145	11	11
215	231	58	18
242	234	33	17
242	237	36	17
248	240	31	14
250	242	29	13
254	243	25	13
252	243	28	13
248	242	28	13
251	244	26	11
251	245	28	11
254	247	19	10
256	249	14	10
264	250	10	11
258	249	22	12
264	251	15	11
272	254	9	13
271	254	9	10
175	246	11	10
120	91	6	45
121	92	6	48
126	76	5	18
653	173	15	8
648	173	14	9
628	169	12	9
504	232	22	18
498	227	24	20
496	228	25	24
490	226	25	16
441	221	30	10
421	216	30	21
417	211	30	22
396	202	35	23
390	206	9	12
369	185	27	25
361	189	11	12
209	225	17	8
339	175	28	15
375	184	22	18
356	179	14	12
357	178	12	12
359	176	11	11
155	249	8	16
154	249	9	17
384	172	12	11
373	172	14	14
383	182	17	15
391	177	31	30
402	180	29	34
277	270	11	20
295	270	8	19
311	272	8	17
381	194	15	20
332	272	8	17
332	275	7	15
352	201	11	17
331	278	7	15
327	279	8	14
329	280	20	14
314	283	17	12
315	214	11	14
305	217	11	15
270	288	15	13
261	291	19	14
250	293	16	13
245	293	15	12
239	293	16	12
234	293	16	13
231	294	15	13
228	295	17	15
230	296	16	13
231	299	15	13
243	245	16	15
244	245	19	12
235	298	16	13
1	432	10	13
1	425	28	26
12	423	30	21
37	419	18	18
49	411	30	20
182	287	8	13
183	286	8	12
158	284	9	8
258	284	14	14
260	217	23	27
265	218	18	20
79	278	5	14
266	284	13	9
31	280	6	13
133	392	20	20
226	224	12	11
141	398	15	14
32	297	4	5
141	401	18	17
144	408	20	17
144	406	21	17
436	149	16	18
258	229	24	13
255	227	22	14
440	132	17	18
438	127	19	20
438	123	18	17
264	285	15	14
155	415	17	15
152	422	19	20
150	422	20	19
152	430	18	21
153	436	19	19
158	444	16	14
175	464	6	11
223	234	37	18
237	241	14	12
265	345	18	15
267	353	19	19
277	362	20	16
284	364	19	16
169	244	22	35
175	242	19	31
177	238	16	15
278	203	46	22
318	191	9	20
323	178	9	15
312	559	16	7
189	175	5	10
152	314	5	15
149	355	6	13
182	171	26	22
195	175	21	17
195	178	16	16
200	193	20	13
636	50	7	26
179	159	7	16
139	356	6	13
174	146	6	12
332	164	16	14
336	163	19	15
158	380	7	14
606	45	7	31
204	170	15	19
208	185	34	21
227	182	17	15
208	174	42	21
213	190	11	12
566	73	5	30
210	198	2	5
317	197	9	19
175	381	3	7
307	195	13	18
302	202	13	17
158	384	8	15
188	207	34	20
187	193	5	7
189	210	15	13
184	208	13	13
119	375	7	15
106	325	17	11
144	205	4	10
102	321	15	9
232	200	16	21
249	195	22	18
98	308	16	11
109	308	7	8
142	190	48	23
144	191	47	22
163	192	13	16
147	202	7	9
148	204	5	6
147	193	11	13
146	192	7	12
230	202	9	14
243	182	25	35
222	203	11	17
215	195	11	24
91	340	10	18
125	201	20	17
126	206	29	19
125	211	16	16
126	211	12	17
126	214	11	15
116	223	20	12
184	152	4	26
168	151	7	30
167	150	7	32
212	236	8	10
171	157	5	27
186	153	5	27
174	156	5	28
191	145	5	27
175	142	9	31
186	204	29	14
174	136	8	28
172	129	6	30
168	133	7	24
160	309	7	11
