134	228	48	53
130	216	45	56
125	223	55	66
180	295	58	48
113	228	50	61
107	195	45	66
96	230	99	105
86	203	47	77
96	300	78	82
125	293	58	48
62	210	47	68
47	216	83	104
48	175	106	172
38	169	117	198
29	186	44	61
27	200	44	62
24	205	48	73
18	188	45	76
16	178	45	57
19	162	46	73
14	175	44	87
14	183	44	69
42	302	133	60
1	168	47	64
1	192	47	68
25	239	77	100
1	167	38	60
1	197	44	65
1	176	31	67
26	244	72	64
23	260	55	69
15	283	72	72
21	271	69	91
1	247	51	62
338	337	46	45
5	240	52	72
1	28	45	57
24	243	59	65
44	239	55	49
1	111	24	45
29	249	53	61
1	146	29	66
41	237	65	57
18	189	74	89
44	90	45	48
685	285	35	43
677	288	43	45
671	281	44	44
342	313	47	43
640	269	45	49
628	278	45	44
616	276	44	47
608	269	44	45
597	266	45	46
586	267	46	44
135	255	45	45
572	271	44	46
1	1	34	43
1	1	31	41
1	10	30	47
1	10	25	46
348	315	49	55
505	336	46	45
323	330	48	54
515	365	47	44
567	345	48	44
293	279	44	47
653	200	46	51
641	179	66	60
626	168	56	63
601	162	60	64
549	166	116	65
522	158	66	66
591	281	82	54
407	147	53	49
564	169	93	160
370	297	105	82
386	323	69	53
399	336	86	53
387	331	92	56
263	210	83	57
434	348	78	52
443	353	66	49
466	358	80	58
476	362	88	50
490	359	66	54
490	354	65	56
503	361	56	50
11	68	81	55
343	305	50	59
357	311	47	52
350	240	52	69
330	265	91	120
368	269	74	66
366	264	61	69
365	249	46	47
367	255	46	45
355	248	46	45
1	100	35	43
285	355	50	43
214	354	49	44
157	263	45	52
156	265	45	47
673	435	47	48
662	438	44	45
41	262	49	51
1	527	22	49
629	430	45	48
623	380	44	47
1	211	34	46
613	449	44	46
23	324	46	48
1	331	58	63
22	295	65	59
5	335	50	62
23	283	50	86
32	231	52	101
17	309	56	59
627	447	53	83
28	415	65	53
64	315	51	52
72	478	48	75
88	499	52	54
70	405	55	51
81	394	58	53
73	401	53	49
75	399	60	47
84	406	52	49
115	387	58	53
91	373	70	76
92	400	51	50
106	396	51	57
100	400	59	55
1	323	38	44
132	398	51	53
108	408	58	52
91	414	54	48
94	412	62	51
101	416	80	83
86	415	62	51
93	414	75	60
88	417	70	47
123	421	57	126
118	417	64	135
104	311	58	55
86	292	50	51
93	446	56	51
104	450	54	56
159	291	65	68
118	483	66	52
106	501	63	46
125	519	62	47
146	533	59	43
156	413	58	61
211	331	48	55
129	377	58	48
144	373	57	80
156	391	60	58
291	308	49	52
254	211	47	54
268	190	44	52
277	199	44	50
287	198	47	50
206	350	45	53
287	385	58	66
341	454	64	52
346	458	74	62
352	477	67	52
375	479	68	58
378	471	69	56
401	339	56	78
395	343	60	128
414	336	53	67
268	425	44	48
452	400	80	92
439	392	92	135
438	368	60	150
442	444	56	81
448	443	59	85
447	428	55	93
448	460	57	73
439	474	68	64
454	486	64	66
433	488	67	68
453	474	56	72
450	484	55	70
414	505	62	56
417	515	68	51
316	437	47	50
430	524	53	52
393	308	48	48
411	448	51	84
389	520	57	50
378	513	61	51
289	446	51	51
290	448	51	51
290	447	49	48
269	445	57	53
404	392	48	57
378	311	46	48
289	422	52	57
299	466	117	88
286	456	54	54
303	454	54	54
305	445	53	50
427	456	58	100
408	421	60	67
293	446	85	48
291	452	77	43
418	520	56	56
102	442	45	45
404	440	54	121
89	440	45	45
73	425	46	44
396	377	50	83
315	473	82	65
404	433	58	72
326	472	57	54
353	476	50	61
359	488	84	44
375	489	83	87
378	473	89	96
641	356	57	43
403	482	49	47
432	492	57	56
444	487	59	53
449	473	50	45
483	475	59	72
509	477	72	67
514	470	60	59
533	465	56	51
544	462	61	59
549	461	57	54
