207	144	40	61
201	146	41	55
436	203	70	43
444	202	69	43
450	202	66	42
450	202	67	42
452	201	69	42
454	198	72	44
351	301	47	56
312	271	92	89
313	269	99	92
313	271	108	91
320	281	100	77
349	292	82	68
370	297	72	62
372	290	73	68
451	178	93	46
452	179	92	45
450	179	90	45
451	178	87	45
447	178	90	44
366	267	141	92
373	267	129	85
380	266	134	85
405	276	113	74
410	281	116	70
409	277	112	73
410	268	73	58
413	256	68	65
414	252	73	68
412	264	144	89
408	261	150	92
405	252	140	98
386	241	147	102
378	236	142	96
385	227	143	109
384	233	138	100
354	153	77	40
387	241	126	90
395	226	120	107
399	223	114	110
395	226	112	102
301	163	208	199
326	170	180	153
321	173	182	151
390	222	92	79
400	223	80	72
402	224	77	68
404	234	110	90
408	241	107	84
410	240	113	88
422	250	71	55
439	242	59	61
452	239	74	80
452	248	92	82
464	251	83	79
465	251	85	79
307	186	63	63
451	237	109	93
454	236	111	96
455	243	113	89
464	249	112	90
466	248	114	91
473	242	100	88
473	242	111	97
470	242	126	101
455	251	141	86
495	272	93	61
472	263	99	73
423	221	69	84
421	219	31	33
403	212	33	35
393	200	36	39
376	199	58	64
389	221	162	145
462	313	90	56
460	314	92	58
371	203	33	47
179	198	48	88
171	209	38	70
167	201	43	73
154	198	54	81
158	199	49	77
158	180	132	111
183	205	54	81
387	180	35	28
400	184	26	33
405	188	24	31
237	200	107	106
241	206	105	104
249	211	111	101
373	200	38	28
373	200	35	29
337	205	47	45
341	208	40	37
262	284	88	33
257	224	107	116
261	234	119	113
316	223	64	51
270	225	68	89
270	228	61	65
251	245	58	74
250	246	45	70
217	249	66	77
235	245	41	56
227	245	41	63
223	245	36	43
203	246	51	74
175	251	69	77
180	254	63	74
170	245	97	85
186	245	82	82
222	243	46	44
180	247	73	85
194	247	62	81
196	246	66	83
204	246	58	80
214	244	42	77
223	240	35	36
214	241	49	74
208	240	60	76
209	240	60	72
207	238	65	74
217	225	69	82
238	223	52	51
219	225	64	83
217	232	54	79
219	232	52	79
227	222	40	45
226	222	38	42
226	222	38	41
226	222	39	42
225	228	44	45
222	240	45	44
224	232	50	42
226	228	55	42
229	227	56	42
228	225	57	44
222	226	49	43
214	227	49	44
206	224	48	42
202	219	36	33
200	216	32	34
186	219	46	36
182	216	48	38
186	223	55	43
187	223	60	43
213	217	39	35
218	221	37	39
216	232	39	36
214	243	41	34
214	250	49	42
221	265	44	38
234	265	40	41
244	265	39	44
254	259	39	46
272	251	30	51
180	247	29	47
292	199	24	38
298	180	35	45
313	160	23	48
315	154	22	51
207	178	41	25
208	162	48	41
204	161	44	39
201	161	40	42
201	157	44	53
199	154	45	59
199	184	40	38
202	175	46	31
194	157	55	35
292	152	41	34
290	150	43	30
318	162	43	37
311	160	61	40
312	162	67	42
315	157	65	43
218	164	39	38
222	179	42	44
219	179	45	44
224	176	43	34
322	177	56	37
315	182	65	43
325	175	42	45
324	169	41	51
318	168	42	52
310	190	46	35
297	198	51	34
209	201	49	44
203	195	43	47
196	192	46	50
185	192	46	51
179	202	44	42
159	201	67	45
151	204	70	42
249	187	41	49
244	186	40	48
239	182	44	49
224	192	46	34
153	194	47	31
157	191	51	35
158	180	44	46
159	177	41	49
160	175	43	51
159	183	45	45
244	195	47	28
244	193	47	30
242	185	43	38
235	176	38	47
228	176	43	55
217	191	48	43
205	194	50	39
164	190	87	38
133	200	33	38
130	201	33	40
127	201	34	41
122	208	42	39
121	212	48	37
345	122	40	41
171	224	85	44
196	225	59	42
199	228	55	39
198	231	56	36
167	220	90	39
201	290	42	61
174	211	35	40
179	207	33	40
181	197	40	47
186	197	48	43
186	197	49	41
179	257	122	78
184	247	98	77
267	175	44	45
